epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,2392.74,0.96725,0.77971,1.36231,0.94796,0.91667,0.97773,0.68735,1.01034,0.84061,1.48109,0.0007658,0.0007658,0.0007658
189,2403.27,0.96381,0.82469,1.42666,0.91882,0.94357,0.96451,0.67474,1.01622,0.83881,1.47507,0.0007592,0.0007592,0.0007592
190,2413.68,0.81349,0.70403,1.26838,0.91834,0.95833,0.94817,0.65383,1.09056,0.87701,1.52692,0.0007526,0.0007526,0.0007526
191,2424.23,0.94101,0.82484,1.41584,0.84171,0.79167,0.88705,0.58065,1.14224,0.98078,1.55834,0.000746,0.000746,0.000746
192,2434.68,0.84016,0.74438,1.31223,0.87011,0.70833,0.84036,0.55659,1.1268,1.10981,1.52293,0.0007394,0.0007394,0.0007394
193,2445.15,0.90736,0.77964,1.35922,1,0.62082,0.80084,0.54767,1.11,1.25792,1.51846,0.0007328,0.0007328,0.0007328
194,2455.5,1.01032,0.8795,1.45918,0.87052,0.70833,0.83727,0.57331,1.08128,1.20593,1.50634,0.0007262,0.0007262,0.0007262
195,2465.92,0.85311,0.7263,1.3428,0.86003,0.76853,0.88394,0.61921,1.05379,1.03836,1.50934,0.0007196,0.0007196,0.0007196
196,2476.24,0.83449,0.77583,1.30667,0.80653,0.8687,0.90571,0.65432,1.06751,0.91967,1.53851,0.000713,0.000713,0.000713
197,2486.85,0.92931,0.75737,1.34521,0.83737,0.85857,0.89989,0.66863,1.05785,0.91594,1.55591,0.0007064,0.0007064,0.0007064
198,2497.21,0.91048,0.77268,1.30893,0.94937,0.78169,0.90088,0.67636,1.08005,0.95518,1.58792,0.0006998,0.0006998,0.0006998
199,2507.74,0.98251,0.89172,1.42552,0.90854,0.82807,0.90964,0.65572,1.09325,0.90945,1.55625,0.0006932,0.0006932,0.0006932
200,2518.2,0.90277,0.78541,1.35746,0.95452,0.87459,0.92254,0.66733,1.0607,0.85749,1.49344,0.0006866,0.0006866,0.0006866
201,2528.37,0.91223,0.77875,1.36708,0.95373,0.85938,0.92021,0.65609,1.05486,0.8606,1.49731,0.00068,0.00068,0.00068
202,2538.85,0.99029,0.81128,1.37564,0.95306,0.84639,0.92318,0.65122,1.08653,0.87497,1.53796,0.0006734,0.0006734,0.0006734
203,2549.19,0.95506,0.82387,1.40169,0.951,0.80922,0.92357,0.66837,1.09545,0.81635,1.5612,0.0006668,0.0006668,0.0006668
204,2559.34,0.89783,0.74982,1.35615,1,0.85713,0.94316,0.68063,1.05864,0.76046,1.53657,0.0006602,0.0006602,0.0006602
205,2569.65,0.80766,0.7206,1.3164,1,0.86606,0.94232,0.68771,1.03845,0.73796,1.51451,0.0006536,0.0006536,0.0006536
206,2579.96,0.7694,0.66099,1.27145,0.92169,0.875,0.93098,0.69224,1.02728,0.72131,1.50201,0.000647,0.000647,0.000647
207,2590.3,0.95746,0.79083,1.48217,0.9563,0.91189,0.92655,0.66829,1.07611,0.72718,1.52266,0.0006404,0.0006404,0.0006404
208,2600.83,0.82674,0.73232,1.32267,0.90427,0.91667,0.94032,0.64544,1.18155,0.77811,1.57767,0.0006338,0.0006338,0.0006338
209,2611.18,0.86752,0.76742,1.32606,0.95502,0.8851,0.96967,0.66359,1.21327,0.80452,1.59154,0.0006272,0.0006272,0.0006272
210,2621.49,0.86714,0.73804,1.27586,0.99277,0.875,0.95871,0.66935,1.15864,0.82264,1.53628,0.0006206,0.0006206,0.0006206
211,2631.62,0.8383,0.80842,1.37558,0.9158,0.83333,0.94342,0.64919,1.09332,0.88384,1.49539,0.000614,0.000614,0.000614
212,2641.82,0.79822,0.67518,1.21937,0.86215,0.7821,0.88494,0.64183,1.05852,0.8815,1.49733,0.0006074,0.0006074,0.0006074
213,2652.12,0.85787,0.7742,1.30971,0.90505,0.79448,0.89946,0.65888,1.0436,0.8175,1.49004,0.0006008,0.0006008,0.0006008
214,2662.4,0.92133,0.71123,1.40796,0.95206,0.82779,0.91443,0.65018,1.09152,0.78632,1.51127,0.0005942,0.0005942,0.0005942
215,2672.72,0.91149,0.78647,1.40402,0.95498,0.79167,0.88738,0.64009,1.09099,0.76333,1.52739,0.0005876,0.0005876,0.0005876
216,2682.74,0.92431,0.77042,1.39025,0.9474,0.79167,0.9029,0.64546,1.129,0.80062,1.5663,0.000581,0.000581,0.000581
217,2693.08,0.80107,0.68317,1.25764,0.87022,0.75,0.9102,0.64143,1.11025,0.83791,1.55057,0.0005744,0.0005744,0.0005744
218,2703.61,0.78823,0.65065,1.23607,0.74513,0.73132,0.81197,0.60903,1.06988,0.91049,1.51903,0.0005678,0.0005678,0.0005678
219,2713.91,0.88603,0.77251,1.36517,0.59244,0.875,0.77984,0.58183,1.03041,0.92284,1.48742,0.0005612,0.0005612,0.0005612
220,2724.49,0.8113,0.66068,1.25878,0.58327,0.95833,0.81317,0.57901,1.00714,0.92523,1.47429,0.0005546,0.0005546,0.0005546
221,2734.76,0.82688,0.67504,1.23624,0.60715,0.95833,0.82737,0.60657,1.00306,0.92496,1.46693,0.000548,0.000548,0.000548
222,2745.04,0.782,0.68341,1.27605,0.66678,0.91667,0.85321,0.60076,1.03597,0.85244,1.48132,0.0005414,0.0005414,0.0005414
223,2755.25,0.85424,0.72035,1.36615,0.72182,0.91667,0.88564,0.63258,1.06481,0.82344,1.48127,0.0005348,0.0005348,0.0005348
224,2765.6,0.83687,0.72338,1.33362,0.84892,0.875,0.92681,0.67722,1.0317,0.78698,1.45951,0.0005282,0.0005282,0.0005282
225,2775.99,0.82356,0.68281,1.26608,0.93689,0.875,0.92998,0.67745,0.95946,0.81851,1.41811,0.0005216,0.0005216,0.0005216
226,2786.41,0.72924,0.6115,1.23159,1,0.80825,0.93118,0.68708,0.93154,0.82888,1.39964,0.000515,0.000515,0.000515
227,2796.94,0.85482,0.71335,1.36152,0.97739,0.75,0.91974,0.6736,0.93795,0.84355,1.3987,0.0005084,0.0005084,0.0005084
228,2807.24,0.82502,0.67831,1.27102,0.9071,0.81415,0.90474,0.66238,0.90725,0.86479,1.38732,0.0005018,0.0005018,0.0005018
229,2817.63,0.86892,0.7371,1.40568,0.87015,0.70833,0.86507,0.63818,0.9132,0.97102,1.40363,0.0004952,0.0004952,0.0004952
230,2828.06,0.76682,0.69753,1.3234,0.78916,0.75,0.85034,0.61088,0.96267,1.0024,1.42343,0.0004886,0.0004886,0.0004886
231,2838.3,0.80321,0.66058,1.31047,0.7727,0.79167,0.85365,0.59897,0.99792,0.99529,1.43185,0.000482,0.000482,0.000482
232,2848.64,0.79567,0.67868,1.27217,0.79749,0.83333,0.86079,0.61869,0.99103,0.94574,1.42861,0.0004754,0.0004754,0.0004754
233,2858.99,0.79129,0.66176,1.2482,0.86268,0.78551,0.87571,0.6196,0.99974,0.88625,1.44354,0.0004688,0.0004688,0.0004688
234,2869.44,0.92173,0.76822,1.34352,0.8531,0.79167,0.8926,0.63167,0.99318,0.86753,1.44527,0.0004622,0.0004622,0.0004622
235,2879.57,0.75986,0.62102,1.28172,0.81245,0.90281,0.90428,0.63359,0.98386,0.84891,1.43739,0.0004556,0.0004556,0.0004556
236,2889.83,0.90537,0.79766,1.43015,0.8282,0.91667,0.92886,0.66409,0.98537,0.80823,1.42652,0.000449,0.000449,0.000449
237,2900.23,0.94166,0.7717,1.34446,0.87328,0.86185,0.93672,0.67408,0.97775,0.78414,1.41591,0.0004424,0.0004424,0.0004424
238,2910.52,0.82756,0.70142,1.28636,0.82691,0.91667,0.92626,0.66561,0.99539,0.79509,1.42031,0.0004358,0.0004358,0.0004358
239,2920.77,0.80625,0.70314,1.27261,0.815,0.875,0.91433,0.65535,1.01903,0.82939,1.43396,0.0004292,0.0004292,0.0004292
240,2931.04,0.82008,0.66517,1.27066,0.83302,0.83154,0.90591,0.64287,1.02223,0.86313,1.43739,0.0004226,0.0004226,0.0004226
241,2941.23,0.90409,0.73037,1.3045,0.72659,0.88613,0.89167,0.63616,1.02119,0.88167,1.43683,0.000416,0.000416,0.000416
242,2951.5,0.77804,0.65488,1.27104,0.95757,0.66667,0.84991,0.64355,1.05808,0.89542,1.45483,0.0004094,0.0004094,0.0004094
243,2961.75,0.80147,0.67482,1.23351,0.83604,0.75,0.8674,0.63519,1.05724,0.86023,1.45329,0.0004028,0.0004028,0.0004028
244,2971.99,0.77266,0.6301,1.22271,0.87157,0.84872,0.88827,0.65837,1.02505,0.81807,1.44068,0.0003962,0.0003962,0.0003962
245,2982.12,0.86065,0.68081,1.28238,0.83844,0.86523,0.88975,0.6664,1.01618,0.80348,1.43215,0.0003896,0.0003896,0.0003896
246,2992.39,0.7402,0.61484,1.17817,0.85643,0.875,0.9374,0.68081,0.99628,0.77477,1.4191,0.000383,0.000383,0.000383
247,3002.69,0.82388,0.69736,1.24723,0.845,0.875,0.93418,0.67889,0.99073,0.75378,1.4123,0.0003764,0.0003764,0.0003764
248,3013.19,0.83937,0.72973,1.40756,0.94957,0.7848,0.92946,0.6636,0.97943,0.78182,1.40918,0.0003698,0.0003698,0.0003698
249,3023.59,0.83897,0.69902,1.31747,0.94975,0.78777,0.9329,0.68154,0.95604,0.78834,1.40007,0.0003632,0.0003632,0.0003632
250,3033.9,0.72291,0.61274,1.22342,0.8777,0.83333,0.93586,0.68613,0.94244,0.79253,1.40012,0.0003566,0.0003566,0.0003566
251,3044.7,0.80154,0.61588,1.24912,0.95209,0.82828,0.93859,0.68204,0.98908,0.81761,1.42373,0.00035,0.00035,0.00035
252,3055.48,0.79076,0.64903,1.24779,1,0.73816,0.90638,0.69137,0.97891,0.8005,1.41252,0.0003434,0.0003434,0.0003434
253,3065.97,0.82284,0.66433,1.26593,0.91167,0.79167,0.90433,0.68044,0.96516,0.76719,1.39724,0.0003368,0.0003368,0.0003368
254,3076.7,0.78907,0.63613,1.29878,1,0.81322,0.94645,0.68171,0.97008,0.76656,1.39368,0.0003302,0.0003302,0.0003302
255,3087.19,0.77936,0.64179,1.2899,1,0.82551,0.93413,0.66903,1.00497,0.76525,1.41207,0.0003236,0.0003236,0.0003236
256,3097.68,0.76733,0.63106,1.24527,1,0.82461,0.93767,0.66519,1.02828,0.77406,1.4225,0.000317,0.000317,0.000317
257,3107.82,0.81444,0.63031,1.2799,1,0.82252,0.92776,0.65238,1.0614,0.78878,1.44511,0.0003104,0.0003104,0.0003104
258,3118.08,0.74968,0.59312,1.2205,0.98679,0.79167,0.91717,0.64419,1.06281,0.81857,1.44799,0.0003038,0.0003038,0.0003038
259,3128.59,0.82523,0.65601,1.26476,0.99133,0.79167,0.91194,0.64171,1.04575,0.82341,1.43528,0.0002972,0.0002972,0.0002972
260,3139.14,0.77722,0.65152,1.27696,0.92341,0.79167,0.90434,0.6686,1.0207,0.80909,1.41501,0.0002906,0.0002906,0.0002906
261,3149.9,0.73256,0.59165,1.25072,0.92686,0.79167,0.90265,0.6637,1.0043,0.79553,1.40405,0.000284,0.000284,0.000284
262,3160.51,0.85772,0.71338,1.38317,0.94938,0.7819,0.91495,0.67166,0.98099,0.78696,1.39636,0.0002774,0.0002774,0.0002774
263,3170.85,0.73177,0.62625,1.25146,0.90881,0.83333,0.92115,0.66074,0.95459,0.78617,1.39375,0.0002708,0.0002708,0.0002708
264,3181.4,0.7605,0.60464,1.25121,0.77858,0.87922,0.89953,0.65369,0.95445,0.79244,1.40256,0.0002642,0.0002642,0.0002642
265,3191.72,0.78672,0.64436,1.20249,0.93341,0.66667,0.88887,0.65545,0.95237,0.821,1.40215,0.0002576,0.0002576,0.0002576
266,3202.26,0.82572,0.66668,1.24054,0.78928,0.7807,0.87766,0.65659,0.96253,0.82601,1.40286,0.000251,0.000251,0.000251
267,3212.69,0.73493,0.62764,1.2488,0.85269,0.72405,0.87498,0.65517,0.97491,0.84369,1.41121,0.0002444,0.0002444,0.0002444
268,3222.99,0.75348,0.64658,1.29744,0.85567,0.74142,0.87543,0.66392,0.98405,0.87895,1.4135,0.0002378,0.0002378,0.0002378
269,3233.53,0.79017,0.71624,1.34877,0.85565,0.7413,0.86734,0.65207,0.98026,0.89516,1.40552,0.0002312,0.0002312,0.0002312
270,3244.03,0.8164,0.64484,1.27856,0.85648,0.7461,0.82848,0.62405,0.99264,0.90514,1.40615,0.0002246,0.0002246,0.0002246
271,3254.29,0.79668,0.65982,1.34426,0.8569,0.7486,0.83081,0.61681,0.99611,0.90332,1.4079,0.000218,0.000218,0.000218
272,3264.65,0.78784,0.6622,1.28359,0.92296,0.70833,0.83205,0.6192,0.9958,0.90186,1.40987,0.0002114,0.0002114,0.0002114
273,3275.23,0.75577,0.59391,1.23666,0.92937,0.70833,0.84295,0.64401,0.96954,0.8914,1.39728,0.0002048,0.0002048,0.0002048
274,3286.01,0.76141,0.62555,1.18809,0.81727,0.83333,0.89743,0.65461,0.94208,0.85897,1.38453,0.0001982,0.0001982,0.0001982
275,3296.8,0.68369,0.62944,1.28008,0.9057,0.80074,0.91325,0.6894,0.95033,0.84035,1.38968,0.0001916,0.0001916,0.0001916
276,3307.11,0.82784,0.66257,1.24681,0.95215,0.82935,0.91658,0.68401,0.97245,0.83404,1.39946,0.000185,0.000185,0.000185
277,3317.65,0.76608,0.65994,1.25672,0.87263,0.8568,0.90989,0.67923,0.97235,0.82978,1.39757,0.0001784,0.0001784,0.0001784
278,3328.06,0.76983,0.63015,1.22037,1,0.78276,0.91149,0.67228,0.96989,0.82965,1.39648,0.0001718,0.0001718,0.0001718
279,3338.42,0.78517,0.63097,1.23305,0.98085,0.83333,0.91242,0.68316,0.96748,0.82792,1.3923,0.0001652,0.0001652,0.0001652
280,3348.85,0.74739,0.61174,1.21744,0.98614,0.83333,0.9062,0.68746,0.9541,0.83061,1.38122,0.0001586,0.0001586,0.0001586
281,3359.02,0.70934,0.59068,1.1679,0.96092,0.83333,0.90744,0.69645,0.9364,0.83663,1.36919,0.000152,0.000152,0.000152
282,3369.38,0.65764,0.57262,1.17829,0.93898,0.83333,0.89916,0.69343,0.92819,0.84552,1.36112,0.0001454,0.0001454,0.0001454
283,3380.02,0.73439,0.61748,1.2194,0.90588,0.83333,0.90677,0.69254,0.91148,0.82204,1.34909,0.0001388,0.0001388,0.0001388
284,3391.02,0.71567,0.63592,1.19709,0.85304,0.83333,0.89951,0.68277,0.90371,0.80658,1.34201,0.0001322,0.0001322,0.0001322
285,3401.84,0.77465,0.63346,1.30939,0.84847,0.83333,0.90434,0.68988,0.86574,0.78461,1.32414,0.0001256,0.0001256,0.0001256
286,3412.23,0.75593,0.62754,1.27458,0.8694,0.83214,0.90835,0.69441,0.85983,0.77012,1.32229,0.000119,0.000119,0.000119
